src_ip,dst_ip,port,total_time_sec,ratio_down_up_bytes,num_connections,total_up_bytes,total_down_bytes,max_connections_5min,flag_high_connections,country_code,organization
192.168.108.101,13.107.42.57,443,2043.0,52.562,3,55603,2922583,2,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,13.107.42.60,443,1903.0,38.153,3,44352,1692183,2,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,13.107.42.7,443,1809.0,34.963,3,52079,1820844,2,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,13.107.6.156,443,1597953.0,8.303,20,261698,2172980,3,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,131.186.10.170,443,983.0,8.531,11,121022,1032495,4,False,US,AS31898 ORACLE-BMC-31898
192.168.108.101,131.186.12.35,443,572.0,8.476,9,90958,770997,5,False,US,AS31898 ORACLE-BMC-31898
192.168.108.101,134.170.222.158,443,0.0,6.263,1,6501,40717,1,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,134.170.222.99,443,315.0,7.110,5,54149,385021,4,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,138.2.246.89,443,274.0,7.557,3,40154,303444,2,False,BR,AS31898 ORACLE-BMC-31898
192.168.108.101,140.204.124.165,443,616.0,7.864,8,72194,567713,4,False,US,AS31898 ORACLE-BMC-31898
192.168.108.101,142.250.184.137,443,2076.0,46.868,3,44952,2106791,2,False,US,AS15169 GOOGLE
192.168.108.101,142.250.184.141,443,2236.0,41.762,3,69363,2896731,2,False,US,AS15169 GOOGLE
192.168.108.101,142.250.184.150,443,1616.0,26.528,3,48618,1289736,2,False,US,AS15169 GOOGLE
192.168.108.101,142.250.184.165,443,2245.0,44.597,3,62534,2788848,2,False,US,AS15169 GOOGLE
192.168.108.101,142.250.184.183,443,1796.0,51.138,3,38975,1993092,2,False,US,AS15169 GOOGLE
192.168.108.101,142.250.184.198,443,1844.0,35.324,3,59546,2103407,2,False,US,AS15169 GOOGLE
192.168.108.101,142.250.184.202,443,1942.0,47.690,3,72387,3452134,2,False,US,AS15169 GOOGLE
192.168.108.101,142.250.184.206,443,1819.0,65.179,3,60845,3965817,2,False,US,AS15169 GOOGLE
192.168.108.101,142.250.184.237,443,1964.0,42.934,3,32123,1379158,2,False,US,AS15169 GOOGLE
192.168.108.101,142.250.184.252,443,2048.0,53.391,3,55250,2949854,2,False,US,AS15169 GOOGLE
192.168.108.101,142.250.200.68,443,2368043.0,8.436,265,3041575,25657961,5,True,US,AS15169 GOOGLE
192.168.108.101,146.75.90.167,443,378.0,9.714,5,65440,635694,3,False,PT,AS54113 FASTLY
192.168.108.101,147.154.113.242,443,328.0,8.314,4,45213,375912,3,False,US,AS31898 ORACLE-BMC-31898
192.168.108.101,147.154.116.103,443,392.0,7.398,5,56522,418157,3,False,US,AS31898 ORACLE-BMC-31898
192.168.108.101,148.69.168.40,443,1937803.0,8.473,53,597981,5066814,4,False,PT,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.
192.168.108.101,150.222.143.147,443,650.0,9.037,8,72859,658400,4,False,US,
192.168.108.101,150.222.87.201,443,465.0,7.917,8,131970,1044852,4,False,US,
192.168.108.101,157.240.212.174,443,2362943.0,8.349,182,2146844,17924326,5,True,PT,AS32934 FACEBOOK
192.168.108.101,157.240.212.35,443,2239859.0,8.684,178,1991024,17290066,5,True,PT,AS32934 FACEBOOK
192.168.108.101,157.240.212.60,443,2187600.0,8.670,135,1543696,13384338,5,True,PT,AS32934 FACEBOOK
192.168.108.101,157.55.106.201,443,160.0,7.385,2,30356,224169,2,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,162.222.151.79,443,473.0,8.637,5,60549,522982,3,False,US,
192.168.108.101,162.243.185.47,443,133.0,9.953,2,28953,288156,1,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.101,162.250.238.167,443,114.0,11.083,2,52596,582905,1,False,US,
192.168.108.101,169.155.147.255,443,165.0,7.462,4,39871,297535,3,False,US,AS31898 ORACLE-BMC-31898
192.168.108.101,172.104.14.159,443,0.0,9.900,1,18614,184283,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.101,172.217.17.14,443,2355899.0,8.365,269,3355465,28069088,5,True,US,AS15169 GOOGLE
192.168.108.101,173.255.193.139,443,368.0,7.228,5,65933,476584,3,False,US,AS63949 Akamai Connected Cloud
192.168.108.101,173.255.206.169,443,0.0,6.713,1,24304,163145,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.101,173.255.237.168,443,79.0,6.809,3,21398,145701,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.101,176.32.120.248,443,424.0,9.161,6,49927,457358,3,False,US,AS16509 AMAZON-02
192.168.108.101,177.72.240.81,443,147.0,9.132,4,67440,615895,4,False,BR,AS16509 AMAZON-02
192.168.108.101,18.154.22.25,443,0.0,12.139,1,11797,143203,1,False,US,AS16509 AMAZON-02
192.168.108.101,18.154.41.91,443,1581982.0,8.888,12,135823,1207255,4,False,US,AS16509 AMAZON-02
192.168.108.101,18.154.48.124,443,1835575.0,8.620,24,251043,2163882,4,False,US,AS16509 AMAZON-02
192.168.108.101,18.67.242.41,443,1271093.0,8.607,6,66789,574885,3,False,US,AS16509 AMAZON-02
192.168.108.101,185.15.58.224,443,1888839.0,8.524,58,642802,5479347,3,False,US,AS14907 WIKIMEDIA
192.168.108.101,185.88.181.4,443,2106931.0,8.073,99,1166399,9416122,5,False,NL,AS46652 SERVERSTACK-ASN
192.168.108.101,185.88.181.55,443,804.0,7.548,10,116898,882384,5,False,NL,AS46652 SERVERSTACK-ASN
192.168.108.101,186.192.81.5,443,1992218.0,8.947,6,64620,578126,4,False,BR,AS28604 Globo Comunicacao e Participacoes SA
192.168.108.101,191.238.73.57,443,0.0,7.275,1,4708,34250,1,False,BR,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,192.168.108.226,53,2379108.0,2.307,195,38335,88437,9,True,,
192.168.108.101,192.168.108.234,53,2293711.0,2.319,282,56884,131926,9,True,,
192.168.108.101,192.168.108.240,443,2365828.0,8.422,712,8331300,70168228,6,True,,
192.168.108.101,193.126.232.45,443,2007559.0,8.674,73,842514,7307921,5,False,PT,"AS2860 Nos Comunicacoes, S.A."
192.168.108.101,193.126.240.146,443,2277489.0,8.182,75,802950,6569727,5,False,PT,"AS2860 Nos Comunicacoes, S.A."
192.168.108.101,193.137.20.123,443,2174255.0,8.631,23,264379,2281768,3,False,PT,"AS1930 Fundacao para a Ciencia e a Tecnologia, I.P."
192.168.108.101,198.54.117.212,443,1219100.0,7.614,2,23140,176180,1,False,US,AS22612 NAMECHEAP-NET
192.168.108.101,198.58.103.222,443,860.0,8.017,9,117845,944782,4,False,US,AS63949 Akamai Connected Cloud
192.168.108.101,198.99.2.30,443,114.0,10.673,3,29542,315302,2,False,US,AS16509 AMAZON-02
192.168.108.101,199.30.19.240,443,374.0,8.513,5,45481,387158,4,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,199.30.29.98,443,165.0,7.928,4,40098,317886,4,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,20.201.223.100,443,160.0,7.890,2,23360,184316,2,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,204.79.197.212,443,2366102.0,8.280,120,1297628,10743866,7,True,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,205.251.253.58,443,885.0,7.579,9,100809,764048,3,False,US,AS16509 AMAZON-02
192.168.108.101,207.46.13.173,443,173.0,9.277,3,67830,629269,3,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,213.13.146.142,443,2213966.0,8.580,141,1569932,13470266,4,True,PT,AS3243 Servicos De Comunicacoes E Multimedia S.A.
192.168.108.101,216.39.156.106,443,183.0,10.306,2,33039,340509,1,False,US,
192.168.108.101,216.58.215.131,443,2172852.0,8.625,155,1683943,14524378,5,True,US,AS15169 GOOGLE
192.168.108.101,23.49.244.192,443,0.0,11.783,1,6504,76634,1,False,PT,AS16625 AKAMAI-AS
192.168.108.101,23.49.244.54,443,2015934.0,9.394,12,131370,1234121,3,False,PT,AS16625 AKAMAI-AS
192.168.108.101,23.97.124.204,443,0.0,5.347,1,12707,67939,1,False,BR,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,3.2.2.107,443,874.0,8.105,11,89241,723287,5,False,US,AS16509 AMAZON-02
192.168.108.101,3.4.6.212,443,0.0,7.712,1,9825,75774,1,False,US,
192.168.108.101,40.100.25.127,443,408.0,8.049,5,72728,585390,3,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,40.120.139.80,443,403.0,9.991,6,75545,754774,4,False,GB,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,40.66.0.139,443,339.0,7.967,3,36499,290789,2,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,40.77.235.93,443,124.0,10.616,2,37465,397724,2,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,40.79.58.72,443,360.0,9.329,5,33631,313732,4,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,40.93.211.183,443,413.0,10.293,5,54854,564605,3,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,40.96.63.20,443,0.0,10.606,1,6906,73246,1,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,45.79.252.186,443,167.0,7.834,3,49801,390159,3,False,US,AS63949 Akamai Connected Cloud
192.168.108.101,51.141.138.238,443,809.0,8.175,7,81396,665451,3,False,GB,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,52.103.134.180,443,68.0,8.081,2,34898,281998,1,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,52.109.165.15,443,549.0,7.346,6,72993,536186,3,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,52.119.254.26,443,182.0,7.044,3,47782,336596,2,False,US,AS16509 AMAZON-02
192.168.108.101,52.122.66.147,443,0.0,7.759,1,7838,60812,1,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,52.180.185.62,443,638.0,8.400,8,82641,694211,3,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,52.219.234.110,443,1410.0,8.667,15,151041,1309121,3,False,US,AS16509 AMAZON-02
192.168.108.101,52.239.149.173,443,306.0,9.513,4,32411,308331,3,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,52.94.150.203,443,153.0,7.525,3,24144,181675,2,False,BR,AS16509 AMAZON-02
192.168.108.101,52.94.28.47,443,457.0,9.092,6,48103,437374,3,False,US,AS16509 AMAZON-02
192.168.108.101,54.155.178.5,443,534.0,8.174,5,54020,441561,3,False,IE,AS16509 AMAZON-02
192.168.108.101,54.192.95.95,443,1539876.0,7.950,16,174446,1386765,4,False,US,AS16509 AMAZON-02
192.168.108.101,54.240.203.236,443,484.0,8.525,6,78425,668562,3,False,AU,
192.168.108.101,62.28.254.212,443,1756303.0,8.058,34,435657,3510552,4,False,PT,AS15525 Servicos De Comunicacoes E Multimedia S.A.
192.168.108.101,62.28.254.215,443,1404449.0,7.835,15,189987,1488562,3,False,PT,AS15525 Servicos De Comunicacoes E Multimedia S.A.
192.168.108.101,63.246.119.154,443,87.0,9.403,2,22303,209726,2,False,US,
192.168.108.101,64.4.8.217,443,241.0,7.717,4,62689,483761,3,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,65.52.34.77,443,585.0,7.436,7,96196,715329,3,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,65.55.110.4,443,1143.0,7.559,11,105678,798843,3,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,65.55.212.254,443,0.0,7.517,1,25976,195259,1,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,66.254.114.41,443,2240435.0,8.532,7,110242,940564,3,False,US,AS29789 REFLECTED
192.168.108.101,70.37.4.87,443,207.0,7.462,5,65766,490756,5,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.101,72.14.181.74,443,166.0,8.884,3,26329,233915,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.101,72.14.184.181,443,365.0,8.630,5,40691,351172,3,False,US,AS63949 Akamai Connected Cloud
192.168.108.101,74.207.254.108,443,282.0,8.543,3,35013,299112,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.101,88.157.217.145,443,2378364.0,8.597,155,1730099,14873793,7,True,PT,"AS2860 Nos Comunicacoes, S.A."
192.168.108.101,88.157.217.146,443,2172753.0,7.957,42,526950,4192958,4,False,PT,"AS2860 Nos Comunicacoes, S.A."
192.168.108.101,88.157.217.148,443,1958764.0,8.382,24,293301,2458436,4,False,PT,"AS2860 Nos Comunicacoes, S.A."
192.168.108.101,96.0.101.221,443,0.0,10.435,1,15607,162855,1,False,US,AS16509 AMAZON-02
192.168.108.102,104.17.45.30,443,1668181.0,8.920,29,307769,2745176,3,False,NA,AS13335 CLOUDFLARENET
192.168.108.102,104.22.47.238,443,32756.0,8.782,15,176662,1551460,5,False,NA,AS13335 CLOUDFLARENET
192.168.108.102,104.244.42.193,443,2100198.0,8.327,157,1769648,14736654,5,True,US,AS13414 TWITTER
192.168.108.102,104.26.3.6,443,1897897.0,7.913,15,171573,1357674,3,False,NA,AS13335 CLOUDFLARENET
192.168.108.102,104.26.9.83,443,1566552.0,9.883,16,196512,1942189,4,False,NA,AS13335 CLOUDFLARENET
192.168.108.102,108.157.98.113,443,1501735.0,8.325,37,480929,4003507,5,False,US,AS16509 AMAZON-02
192.168.108.102,108.157.98.51,443,443.0,10.195,6,73971,754111,3,False,US,AS16509 AMAZON-02
192.168.108.102,129.149.20.85,443,0.0,7.096,1,6097,43266,1,False,GB,AS31898 ORACLE-BMC-31898
192.168.108.102,129.149.22.31,443,0.0,13.271,1,15929,211389,1,False,GB,AS31898 ORACLE-BMC-31898
192.168.108.102,129.213.214.197,443,496.0,7.903,4,56168,443888,2,False,US,AS31898 ORACLE-BMC-31898
192.168.108.102,13.105.49.95,443,618.0,7.722,8,90231,696748,4,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.12.198,443,303.0,8.248,5,42991,354576,4,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.16.223,443,1454.0,9.045,15,162531,1470114,3,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.208.133,443,0.0,8.307,1,10355,86022,1,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.227.200,443,0.0,9.409,1,24394,229529,1,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.237.42,443,1739963.0,8.454,12,115353,975163,4,False,US,AS8075 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.42.12,443,1753.0,40.167,3,35121,1410696,2,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.42.14,443,2087385.0,7.780,21,289323,2250819,3,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.42.15,443,2097.0,67.806,3,35505,2407459,2,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.42.2,443,1980.0,59.826,3,49663,2971121,2,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.42.26,443,1899.0,22.822,3,33910,773895,2,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.42.29,443,1573.0,48.834,3,54649,2668732,2,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.42.40,443,2176.0,36.301,3,47644,1729531,2,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.42.42,443,1776.0,39.683,3,32689,1297204,2,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.42.48,443,2070.0,21.339,3,33920,723806,2,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.42.53,443,2462.0,48.837,3,42971,2098577,2,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.42.56,443,1828.0,38.247,3,25936,991984,2,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.42.60,443,1899.0,48.653,3,27747,1349978,2,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.42.7,443,2365.0,44.562,3,56443,2515203,2,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
192.168.108.102,13.107.48.171,443,376.0,6.850,7,80333,550241,4,False,US,AS8068 MICROSOFT-CORP-MSN-AS-BLOCK
