src_ip,dst_ip,port,total_time_sec,ratio_down_up_bytes,num_connections,total_up_bytes,total_down_bytes,max_connections_5min,flag_high_connections,country_code,organization
192.168.108.107,104.26.3.6,443,0.0,12.884,1,5486,70682,1,False,,AS13335 CLOUDFLARENET
192.168.108.107,13.34.68.113,443,0.0,10.441,1,11067,115549,1,False,IN,
192.168.108.107,193.137.20.123,443,941.0,9.747,12,144998,1413285,4,False,PT,"AS1930 Fundacao para a Ciencia e a Tecnologia, I.P."
192.168.108.108,143.244.205.205,443,0.0,13.499,1,9106,122923,1,False,DE,AS14061 DIGITALOCEAN-ASN
192.168.108.108,15.230.184.148,443,393.0,11.37,5,57372,652345,4,False,US,
192.168.108.108,13.34.71.31,443,0.0,11.078,1,17581,194757,1,False,KR,
192.168.108.109,140.91.7.158,443,274.0,11.906,4,43602,519119,3,False,US,AS31898 ORACLE-BMC-31898
192.168.108.109,52.219.253.154,443,0.0,11.557,1,13698,158311,1,False,US,AS16509 AMAZON-02
192.168.108.109,164.152.196.197,443,0.0,11.525,1,13934,160585,1,False,BR,AS31898 ORACLE-BMC-31898
192.168.108.11,178.79.166.67,443,70.0,13.015,2,18847,245297,2,False,GB,AS63949 Akamai Connected Cloud
192.168.108.11,146.75.89.140,443,1579750.0,10.886,2,32374,352413,1,False,PT,AS54113 FASTLY
192.168.108.11,207.135.25.51,443,0.0,10.85,1,7690,83437,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.110,52.93.76.193,443,0.0,13.639,1,13793,188125,1,False,US,
192.168.108.110,52.94.248.85,443,0.0,13.616,1,9815,133641,1,False,JP,
192.168.108.110,15.230.18.111,443,0.0,12.181,1,4880,59443,1,False,US,
192.168.108.111,186.192.81.5,443,0.0,10.987,1,10383,114078,1,False,BR,AS28604 Globo Comunicacao e Participacoes SA
192.168.108.111,88.157.217.148,443,374066.0,10.051,3,23868,239896,2,False,PT,"AS2860 Nos Comunicacoes, S.A."
192.168.108.111,129.149.59.238,443,255.0,9.885,3,25309,250189,2,False,US,AS31898 ORACLE-BMC-31898
192.168.108.112,146.190.176.208,443,0.0,12.273,1,3681,45178,1,False,US,
192.168.108.112,52.94.198.102,443,71.0,11.238,2,15877,178424,2,False,SG,
192.168.108.112,72.247.155.216,443,96.0,10.671,3,33176,354014,2,False,ES,AS20940 Akamai International B.V.
192.168.108.113,172.104.4.166,443,0.0,12.967,1,7340,95178,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.113,52.94.244.134,443,0.0,11.95,1,5334,63740,1,False,US,
192.168.108.113,52.95.41.111,443,275.0,11.323,3,23734,268738,2,False,US,
192.168.108.114,213.219.39.114,443,0.0,13.586,1,7124,96788,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.114,52.93.149.14,443,0.0,12.109,1,3889,47093,1,False,US,
192.168.108.114,150.222.237.6,443,0.0,11.845,1,16762,198541,1,False,US,
192.168.108.115,3.2.47.98,443,0.0,13.422,1,5561,74642,1,False,US,
192.168.108.115,15.230.221.201,443,0.0,12.148,1,11308,137373,1,False,US,
192.168.108.115,162.243.186.170,443,102.0,11.338,2,25506,289181,2,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.116,176.32.121.170,443,187.0,13.91,2,19873,276433,2,False,US,AS16509 AMAZON-02
192.168.108.116,15.230.246.110,443,0.0,13.868,1,5266,73028,1,False,IN,
192.168.108.116,15.230.18.30,443,0.0,11.249,1,9901,111377,1,False,US,
192.168.108.117,173.255.238.101,443,36.0,12.548,2,20463,256763,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.117,69.55.54.73,443,0.0,12.507,1,3941,49292,1,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.117,143.244.213.132,443,0.0,12.393,1,6359,78805,1,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.118,52.94.198.102,443,0.0,13.701,1,8148,111633,1,False,SG,
192.168.108.118,129.148.161.30,443,0.0,12.659,1,10636,134641,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.118,137.184.254.117,443,0.0,12.572,1,13115,164888,1,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.119,143.244.200.189,443,0.0,13.466,1,6546,88151,1,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.119,140.204.126.146,443,110.0,11.665,2,17531,204505,2,False,US,AS31898 ORACLE-BMC-31898
192.168.108.119,3.3.1.59,443,192.0,11.58,3,51219,593095,2,False,US,
192.168.108.12,18.67.242.41,443,182.0,11.929,3,25316,302004,2,False,US,AS16509 AMAZON-02
192.168.108.12,129.146.12.171,443,87.0,11.75,2,21773,255822,2,False,US,AS31898 ORACLE-BMC-31898
192.168.108.12,192.133.76.159,443,69.0,11.358,2,15967,181360,2,False,US,AS13414 TWITTER
192.168.108.120,198.54.117.212,443,0.0,12.169,1,36282,441512,1,False,US,AS22612 NAMECHEAP-NET
192.168.108.120,18.154.22.25,443,0.0,11.227,1,6029,67686,1,False,US,AS16509 AMAZON-02
192.168.108.120,97.107.142.123,443,377.0,10.882,7,73751,802581,4,False,US,AS63949 Akamai Connected Cloud
192.168.108.121,172.104.204.216,443,0.0,13.702,1,11257,154246,1,False,US,
192.168.108.121,150.222.236.209,443,17.0,13.489,2,11596,156415,2,False,US,
192.168.108.121,13.34.68.85,443,0.0,13.072,1,4548,59450,1,False,IN,
192.168.108.122,178.79.158.210,443,0.0,11.422,1,11553,131961,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.122,150.222.218.74,443,0.0,11.18,1,5766,64466,1,False,US,
192.168.108.122,159.248.243.70,443,0.0,10.6,1,5969,63272,1,False,US,
192.168.108.124,192.29.128.132,443,0.0,12.605,1,7137,89963,1,False,BR,AS31898 ORACLE-BMC-31898
192.168.108.124,198.199.103.17,443,0.0,12.125,1,8380,101609,1,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.124,155.248.140.38,443,0.0,11.905,1,3607,42940,1,False,ES,AS31898 ORACLE-BMC-31898
192.168.108.125,198.74.60.172,443,0.0,13.48,1,4186,56429,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.125,15.230.173.30,443,0.0,13.35,1,7968,106374,1,False,GB,
192.168.108.125,198.211.109.213,443,0.0,12.423,1,16219,201483,1,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.126,173.255.220.251,443,0.0,11.988,1,6482,77709,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.126,15.230.249.223,443,0.0,11.595,1,8219,95300,1,False,AU,
192.168.108.126,143.42.187.150,443,129.0,11.261,3,37539,422725,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.127,213.13.146.142,443,0.0,10.94,1,9456,103444,1,False,PT,AS3243 Servicos De Comunicacoes E Multimedia S.A.
192.168.108.127,88.157.217.146,443,493.0,10.198,6,72977,744241,3,False,PT,"AS2860 Nos Comunicacoes, S.A."
192.168.108.127,157.240.212.60,443,569.0,8.131,6,87304,709839,2,False,PT,AS32934 FACEBOOK
192.168.108.128,142.4.160.63,443,0.0,14.112,1,10269,144915,1,False,US,AS16509 AMAZON-02
192.168.108.128,142.4.179.188,443,0.0,13.418,1,11102,148968,1,False,IN,AS16509 AMAZON-02
192.168.108.128,97.107.133.71,443,216.0,12.039,4,32470,390917,4,False,US,AS63949 Akamai Connected Cloud
192.168.108.129,132.145.2.193,443,0.0,13.358,1,17728,236819,1,False,GB,AS31898 ORACLE-BMC-31898
192.168.108.129,146.75.89.140,443,0.0,12.724,1,11910,151538,1,False,PT,AS54113 FASTLY
192.168.108.129,143.42.156.75,443,0.0,12.178,1,4463,54352,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.13,54.240.251.149,443,0.0,12.743,1,6284,80074,1,False,US,AS16509 AMAZON-02
192.168.108.13,198.54.117.212,443,0.0,12.731,1,9384,119464,1,False,US,AS22612 NAMECHEAP-NET
192.168.108.13,130.35.128.160,443,0.0,11.59,1,7112,82429,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.130,54.239.98.103,443,138.0,9.85,3,34338,338222,3,False,US,AS16509 AMAZON-02
192.168.108.130,8.25.196.64,443,0.0,9.822,1,14715,144533,1,False,US,AS35995 TWITTER
192.168.108.130,104.26.3.6,443,179440.0,9.736,2,16307,158767,1,False,,AS13335 CLOUDFLARENET
192.168.108.131,3.4.6.58,443,0.0,12.134,1,4872,59118,1,False,US,
192.168.108.131,143.244.201.233,443,0.0,11.57,1,11159,129108,1,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.131,143.244.200.76,443,72.0,10.522,2,26353,277293,2,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.132,52.144.194.41,443,0.0,10.831,1,7152,77462,1,False,US,
192.168.108.132,150.222.100.188,443,24.0,10.799,2,11887,128367,1,False,US,
192.168.108.132,15.230.134.119,443,184.0,10.774,3,36706,395453,2,False,US,
192.168.108.133,178.79.170.96,443,233.0,10.807,3,41958,453447,2,False,GB,AS63949 Akamai Connected Cloud
192.168.108.133,172.104.216.74,443,142.0,10.736,2,17456,187407,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.133,15.177.86.156,443,288.0,10.618,5,54370,577298,3,False,HK,AS16509 AMAZON-02
192.168.108.134,173.255.205.166,443,431.0,12.289,6,60315,741200,3,False,US,AS63949 Akamai Connected Cloud
192.168.108.134,198.58.111.22,443,0.0,12.0,1,14060,168713,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.134,15.230.255.143,443,3.0,11.634,2,15261,177549,2,False,GB,
192.168.108.135,151.236.222.177,443,277.0,11.61,3,18958,220111,2,False,GB,AS63949 Akamai Connected Cloud
192.168.108.135,109.237.24.128,443,0.0,11.392,1,11231,127940,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.135,66.254.114.41,443,408.0,11.095,4,34177,379193,2,False,US,AS29789 REFLECTED
192.168.108.136,192.48.237.88,443,0.0,12.545,1,5909,74128,1,False,US,AS63179 TWITTER
192.168.108.136,104.26.3.6,443,509.0,10.853,6,63939,693956,3,False,,AS13335 CLOUDFLARENET
192.168.108.136,213.52.129.108,443,303.0,10.624,4,40592,431255,2,False,GB,AS63949 Akamai Connected Cloud
192.168.108.137,192.26.25.110,443,0.0,13.601,1,7273,98923,1,False,US,
192.168.108.137,192.18.203.27,443,0.0,13.507,1,7280,98330,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.137,172.105.145.43,443,0.0,12.262,1,7695,94357,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.138,72.247.155.216,443,0.0,15.988,1,6846,109451,1,False,ES,AS20940 Akamai International B.V.
192.168.108.138,143.42.164.253,443,272.0,11.491,3,28386,326184,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.138,130.35.16.165,443,103.0,10.894,2,14180,154474,2,False,US,AS31898 ORACLE-BMC-31898
192.168.108.139,207.192.69.13,443,0.0,12.246,1,9656,118249,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.139,129.146.4.113,443,0.0,11.594,1,10027,116255,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.139,52.94.28.18,443,270.0,10.889,3,30075,327485,2,False,US,AS16509 AMAZON-02
192.168.108.14,3.2.3.109,443,0.0,12.651,1,15669,198236,1,False,US,AS16509 AMAZON-02
192.168.108.14,54.240.247.84,443,0.0,11.915,1,14936,177955,1,False,BR,AS16509 AMAZON-02
192.168.108.14,69.12.61.52,443,162.0,11.324,2,29261,331364,2,False,US,AS63179 TWITTER
192.168.108.141,213.219.39.191,443,102.0,12.198,2,12331,150408,2,False,GB,AS63949 Akamai Connected Cloud
192.168.108.141,134.70.17.173,443,0.0,12.172,1,8211,99942,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.141,192.29.130.247,443,0.0,11.776,1,11577,136327,1,False,BR,AS31898 ORACLE-BMC-31898
192.168.108.142,52.95.240.193,443,0.0,14.091,1,13007,183279,1,False,BR,AS16509 AMAZON-02
192.168.108.142,212.71.246.95,443,0.0,12.916,1,18764,242353,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.142,164.90.253.108,443,67.0,11.146,2,34981,389892,2,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.143,173.255.213.5,443,0.0,14.665,1,8871,130090,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.143,3.3.5.153,443,0.0,12.422,1,8998,111770,1,False,US,
192.168.108.143,129.213.14.139,443,0.0,11.403,1,10815,123322,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.144,52.94.76.186,443,137.0,11.226,2,15781,177153,2,False,US,AS16509 AMAZON-02
192.168.108.144,173.255.200.149,443,242.0,10.806,3,31043,335461,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.144,147.154.58.44,443,0.0,10.755,1,8853,95210,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.145,216.39.138.63,443,0.0,14.247,1,7687,109514,1,False,US,
192.168.108.145,138.68.36.130,443,0.0,12.69,1,4719,59886,1,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.145,23.49.244.54,443,65.0,11.155,2,12794,142719,2,False,PT,AS16625 AKAMAI-AS
192.168.108.146,52.219.218.102,443,0.0,12.21,1,4940,60317,1,False,DE,AS16509 AMAZON-02
192.168.108.146,143.42.226.39,443,0.0,11.109,1,11271,125215,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.146,52.95.255.76,443,330.0,11.016,4,40869,450194,2,False,IE,
192.168.108.147,52.46.169.5,443,157.0,13.029,3,24816,323339,2,False,US,
192.168.108.147,150.222.212.42,443,0.0,12.522,1,3992,49989,1,False,US,
192.168.108.147,173.255.213.210,443,0.0,11.309,1,4231,47850,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.148,129.149.30.16,443,0.0,13.426,1,12384,166272,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.148,172.232.48.65,443,0.0,12.353,1,4473,55256,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.148,52.94.22.204,443,52.0,11.921,2,19504,232516,2,False,US,AS16509 AMAZON-02
192.168.108.149,104.26.9.83,443,0.0,13.126,1,6237,81868,1,False,,AS13335 CLOUDFLARENET
192.168.108.149,172.104.223.185,443,0.0,11.541,1,17321,199907,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.149,130.35.3.215,443,112.0,11.483,4,31072,356802,3,False,US,AS31898 ORACLE-BMC-31898
192.168.108.15,150.222.106.185,443,0.0,16.055,1,5792,92990,1,False,US,
192.168.108.15,134.65.57.149,443,0.0,14.139,1,15259,215752,1,False,GB,AS31898 ORACLE-BMC-31898
192.168.108.15,52.93.60.16,443,0.0,13.644,1,4813,65669,1,False,US,
192.168.108.150,143.42.155.75,443,138.0,12.225,2,21521,263101,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.150,88.157.217.148,443,0.0,11.824,1,38438,454503,1,False,PT,"AS2860 Nos Comunicacoes, S.A."
192.168.108.150,147.154.116.121,443,248.0,10.716,3,34291,367465,3,False,US,AS31898 ORACLE-BMC-31898
192.168.108.151,186.192.81.5,443,95.0,10.853,2,34107,370176,2,False,BR,AS28604 Globo Comunicacao e Participacoes SA
192.168.108.151,205.251.254.162,443,115.0,10.76,2,23912,257304,1,False,US,
192.168.108.151,88.157.217.148,443,618674.0,10.483,9,100551,1054122,3,False,PT,"AS2860 Nos Comunicacoes, S.A."
192.168.108.152,129.146.8.140,443,143.0,14.191,2,25161,357067,2,False,US,AS31898 ORACLE-BMC-31898
192.168.108.152,216.39.138.201,443,246.0,12.642,5,65066,822533,3,False,US,
192.168.108.152,176.32.121.120,443,166.0,12.179,3,22464,273581,2,False,US,AS16509 AMAZON-02
192.168.108.153,43.158.140.62,443,0.0,14.168,1,9801,138860,1,False,RU,"AS132203 Tencent Building, Kejizhongyi Avenue"
192.168.108.153,77.246.230.145,443,0.0,14.008,1,20192,282849,1,False,RU,AS21367 Wiland Ltd
192.168.108.153,195.209.250.107,443,0.0,13.992,1,14941,209048,1,False,RU,AS8630 Fedaral State Educational Institution of higher professional Education 'Chuvash State Univers
192.168.108.154,129.213.215.70,443,124.0,11.582,2,15714,182002,2,False,US,AS31898 ORACLE-BMC-31898
192.168.108.154,129.149.22.51,443,0.0,11.454,1,6146,70397,1,False,GB,AS31898 ORACLE-BMC-31898
192.168.108.154,52.46.251.36,443,50.0,10.404,2,25065,260788,2,False,US,
192.168.108.155,198.74.48.197,443,0.0,12.528,1,10763,134844,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.155,162.243.177.143,443,292.0,11.026,3,44124,486523,2,False,US,
192.168.108.155,108.157.98.51,443,0.0,10.433,1,6921,72204,1,False,US,AS16509 AMAZON-02
192.168.108.156,93.170.232.193,443,66.0,14.844,2,15724,233412,2,False,RU,AS51685 Mikron-Media LLC
192.168.108.156,192.133.76.47,443,0.0,13.562,1,10276,139364,1,False,US,AS13414 TWITTER
192.168.108.156,203.0.137.192,443,143.0,13.164,2,24641,324374,2,False,CN,
192.168.108.157,140.204.112.154,443,104.0,12.093,2,18153,219533,1,False,ES,AS31898 ORACLE-BMC-31898
192.168.108.157,147.154.123.39,443,0.0,11.704,1,8461,99031,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.157,129.146.14.187,443,190.0,11.492,4,35376,406533,4,False,US,AS31898 ORACLE-BMC-31898
192.168.108.158,173.255.236.102,443,0.0,12.196,1,11116,135574,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.158,178.79.166.94,443,87.0,11.37,2,17758,201910,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.158,205.251.236.119,443,0.0,10.661,1,4708,50191,1,False,US,AS8987 Amazon Data Services Ireland Ltd
192.168.108.159,159.248.221.143,443,0.0,11.439,1,12964,148295,1,False,US,
192.168.108.159,18.154.41.91,443,509166.0,9.437,5,54606,515295,2,False,US,AS16509 AMAZON-02
192.168.108.159,104.26.3.6,443,599194.0,9.407,11,110016,1034916,3,False,,AS13335 CLOUDFLARENET
192.168.108.16,69.164.207.214,443,0.0,13.157,1,9945,130848,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.16,72.14.183.208,443,78.0,12.922,2,10942,141397,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.16,63.246.119.222,443,0.0,12.058,1,2691,32449,1,False,US,
192.168.108.160,16.12.17.82,443,0.0,14.731,1,8869,130648,1,False,GB,
192.168.108.160,52.95.27.177,443,0.0,13.736,1,3642,50025,1,False,US,AS16509 AMAZON-02
192.168.108.160,212.111.41.154,443,174.0,12.863,2,19238,247453,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.161,129.146.14.193,443,0.0,12.753,1,34349,438045,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.161,139.144.255.61,443,0.0,11.495,1,12281,141168,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.161,45.79.8.193,443,0.0,11.417,1,11683,133383,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.162,150.222.87.250,443,98.0,12.103,2,19359,234295,1,False,US,
192.168.108.162,94.46.135.219,443,194.0,10.637,3,28656,304800,2,False,PT,AS24768 Almouroltec Servicos De Informatica E Internet Lda
192.168.108.162,52.119.207.168,443,352.0,10.519,6,65600,690036,4,False,US,AS16509 AMAZON-02
192.168.108.163,139.144.247.77,443,0.0,14.666,1,8318,121994,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.163,52.94.29.234,443,86.0,10.903,3,25643,279580,3,False,US,AS16509 AMAZON-02
192.168.108.163,146.75.89.140,443,90.0,10.838,2,18542,200963,2,False,PT,AS54113 FASTLY
192.168.108.164,209.123.234.198,443,0.0,13.87,1,5957,82621,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.164,46.51.209.63,443,159.0,12.833,2,42660,547448,1,False,US,
192.168.108.164,72.247.155.216,443,0.0,11.95,1,14976,178958,1,False,ES,AS20940 Akamai International B.V.
192.168.108.165,109.74.205.47,443,5.0,11.652,2,28234,328983,2,False,GB,AS63949 Akamai Connected Cloud
192.168.108.165,74.207.237.139,443,0.0,11.264,1,19697,221866,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.165,45.79.4.0,443,0.0,10.649,1,9955,106010,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.166,66.246.75.242,443,0.0,11.896,1,7130,84821,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.166,199.59.151.126,443,47.0,10.717,2,25096,268962,2,False,US,AS13414 TWITTER
192.168.108.166,150.222.12.143,443,88.0,10.535,2,25345,266997,2,False,BR,
192.168.108.167,72.14.182.202,443,0.0,14.258,1,6167,87931,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.167,15.181.243.30,443,0.0,13.823,1,13626,188354,1,False,US,AS16509 AMAZON-02
192.168.108.167,13.34.76.55,443,0.0,13.339,1,4903,65399,1,False,IE,
192.168.108.168,209.123.234.27,443,0.0,11.442,1,6318,72289,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.168,138.1.51.154,443,0.0,10.713,1,8023,85947,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.168,74.207.236.62,443,263.0,10.43,4,61957,646198,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.169,172.232.16.123,443,0.0,13.537,1,2338,31650,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.169,146.75.90.137,443,817311.0,11.121,5,73395,816218,3,False,PT,AS54113 FASTLY
192.168.108.169,212.71.254.220,443,0.0,10.827,1,4735,51267,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.17,172.105.158.207,443,0.0,13.322,1,4672,62240,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.17,198.54.117.212,443,96.0,11.366,2,20387,231715,2,False,US,AS22612 NAMECHEAP-NET
192.168.108.17,173.255.206.172,443,194.0,11.034,2,19229,212181,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.170,198.54.117.212,443,0.0,10.445,1,18377,191946,1,False,US,AS22612 NAMECHEAP-NET
192.168.108.170,192.241.161.68,443,34.0,10.19,3,41487,422768,3,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.170,186.192.81.5,443,1377331.0,10.131,5,98201,994894,3,False,BR,AS28604 Globo Comunicacao e Participacoes SA
192.168.108.171,130.35.116.14,443,350.0,11.889,4,54318,645807,2,False,GB,AS31898 ORACLE-BMC-31898
192.168.108.171,140.204.76.142,443,0.0,11.531,1,9784,112822,1,False,BR,AS31898 ORACLE-BMC-31898
192.168.108.171,23.49.244.192,443,299.0,11.128,4,49012,545398,3,False,PT,AS16625 AKAMAI-AS
192.168.108.172,151.236.219.28,443,38.0,13.733,2,18271,250911,2,False,GB,AS63949 Akamai Connected Cloud
192.168.108.172,54.240.230.215,443,58.0,11.197,2,15590,174568,2,False,US,AS16509 AMAZON-02
192.168.108.172,198.199.98.35,443,261.0,10.57,3,26306,278042,2,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.173,150.222.176.252,443,0.0,15.406,1,4186,64488,1,False,US,
192.168.108.173,15.230.242.207,443,0.0,12.325,1,21512,265137,1,False,US,
192.168.108.173,52.94.22.213,443,76.0,11.065,2,12299,136087,2,False,US,AS16509 AMAZON-02
192.168.108.174,159.248.219.166,443,0.0,11.962,1,33090,395830,1,False,US,
192.168.108.174,45.79.13.220,443,461.0,11.111,6,71287,792071,3,False,US,AS63949 Akamai Connected Cloud
192.168.108.174,51.0.116.254,443,0.0,10.872,1,6599,71742,1,False,US,
192.168.108.175,130.35.231.191,443,0.0,12.437,1,11378,141506,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.175,108.157.98.51,443,54.0,11.83,2,22231,262983,2,False,US,AS16509 AMAZON-02
192.168.108.175,130.35.128.45,443,0.0,10.803,1,8464,91433,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.176,52.93.57.205,443,212.0,12.508,3,39508,494163,3,False,ZA,
192.168.108.176,104.26.3.6,443,117.0,11.324,2,28474,322426,2,False,,AS13335 CLOUDFLARENET
192.168.108.176,140.204.12.197,443,0.0,10.853,1,1844,20013,1,False,BR,AS31898 ORACLE-BMC-31898
192.168.108.177,52.144.194.169,443,0.0,14.281,1,6769,96665,1,False,US,
192.168.108.177,150.222.226.82,443,0.0,13.824,1,9050,125108,1,False,US,
192.168.108.177,52.93.64.239,443,97.0,13.191,2,13932,183776,2,False,US,
192.168.108.178,173.255.200.13,443,0.0,14.495,1,19900,288449,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.178,96.0.104.213,443,140.0,12.562,2,25959,326088,2,False,US,AS16509 AMAZON-02
192.168.108.178,150.222.69.15,443,134.0,12.547,2,19570,245540,1,False,BR,
192.168.108.179,209.123.234.226,443,0.0,13.588,1,16767,227825,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.179,192.18.205.207,443,0.0,13.559,1,6824,92529,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.179,45.60.74.62,443,87.0,11.82,2,26639,314869,1,False,US,AS19551 INCAPSULA
192.168.108.18,173.255.204.126,443,94.0,11.831,2,13000,153801,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.18,172.232.97.127,443,0.0,11.825,1,10177,120347,1,False,US,AS20940 Akamai International B.V.
192.168.108.18,45.79.8.74,443,76.0,11.608,2,25889,300524,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.180,15.230.142.227,443,83.0,12.55,2,26516,332772,2,False,US,
