src_ip,dst_ip,port,total_time_sec,ratio_down_up_bytes,num_connections,total_up_bytes,total_down_bytes,max_connections_5min,flag_high_connections,country_code,organization
192.168.108.107,205.251.230.6,443,0.0,15.042,1,9268,139411,1,False,US,
192.168.108.107,186.192.81.5,443,103.0,10.716,2,23370,250429,2,False,BR,AS28604 Globo Comunicacao e Participacoes SA
192.168.108.107,199.69.59.146,443,407.0,10.648,5,48202,513275,4,False,US,AS7018 ATT-INTERNET4
192.168.108.108,138.68.38.240,443,134.0,11.894,2,28234,335816,2,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.108,131.186.0.188,443,0.0,10.58,1,7001,74072,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.108,108.157.98.51,443,497.0,10.43,7,54660,570095,4,False,US,AS16509 AMAZON-02
192.168.108.109,150.222.224.58,443,0.0,11.76,1,26993,317437,1,False,US,
192.168.108.109,150.222.106.147,443,0.0,11.363,1,7290,82837,1,False,US,
192.168.108.109,15.230.245.120,443,0.0,11.019,1,15966,175927,1,False,US,
192.168.108.11,23.49.244.192,443,0.0,12.684,1,3847,48795,1,False,PT,AS16625 AKAMAI-AS
192.168.108.11,205.251.232.98,443,0.0,11.453,1,6836,78292,1,False,US,AS16509 AMAZON-02
192.168.108.11,69.55.49.109,443,177.0,11.161,3,20220,225675,2,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.110,15.230.253.164,443,0.0,12.804,1,21127,270510,1,False,IN,
192.168.108.110,162.216.18.228,443,0.0,12.061,1,4251,51272,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.110,45.79.14.76,443,402.0,11.36,4,52121,592085,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.111,108.157.98.51,443,0.0,12.162,1,13516,164380,1,False,US,AS16509 AMAZON-02
192.168.108.111,192.34.56.198,443,0.0,11.74,1,6466,75909,1,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.111,172.104.195.141,443,0.0,11.641,1,4727,55029,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.112,74.207.252.162,443,0.0,13.258,1,11270,149421,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.112,52.93.237.73,443,0.0,13.026,1,5314,69219,1,False,US,
192.168.108.112,45.79.10.212,443,0.0,12.926,1,13223,170916,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.113,15.197.39.124,443,0.0,11.35,1,6271,71176,1,False,US,AS16509 AMAZON-02
192.168.108.113,205.251.249.253,443,601.0,10.642,5,49052,521996,2,False,US,AS16509 AMAZON-02
192.168.108.113,146.190.185.16,443,175.0,10.49,3,34551,362455,2,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.114,52.95.240.35,443,0.0,12.953,1,3383,43820,1,False,BR,AS16509 AMAZON-02
192.168.108.114,143.198.242.122,443,0.0,12.442,1,5268,65544,1,False,GB,AS14061 DIGITALOCEAN-ASN
192.168.108.114,85.159.208.211,443,353.0,10.437,4,50181,523718,3,False,GB,AS63949 Akamai Connected Cloud
192.168.108.115,198.54.117.212,443,19.0,11.328,2,28252,320025,2,False,US,AS22612 NAMECHEAP-NET
192.168.108.115,146.75.90.167,443,1019159.0,10.62,4,65763,698404,2,False,PT,AS54113 FASTLY
192.168.108.115,66.254.114.41,443,474442.0,10.438,3,15043,157014,2,False,US,AS29789 REFLECTED
192.168.108.116,52.94.22.127,443,0.0,12.443,1,9696,120644,1,False,US,AS16509 AMAZON-02
192.168.108.116,134.70.60.206,443,0.0,11.854,1,10254,121555,1,False,GB,AS31898 ORACLE-BMC-31898
192.168.108.116,140.204.124.133,443,0.0,11.774,1,12800,150702,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.117,193.126.232.45,443,404.0,11.358,4,47469,539172,2,False,PT,"AS2860 Nos Comunicacoes, S.A."
192.168.108.117,54.192.95.95,443,0.0,9.636,1,6009,57905,1,False,US,AS16509 AMAZON-02
192.168.108.117,205.251.226.38,443,1237.0,9.078,11,114660,1040906,3,False,US,
192.168.108.118,213.52.130.161,443,0.0,12.893,1,6103,78689,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.118,192.29.128.4,443,116.0,12.03,2,12945,155730,1,False,BR,AS31898 ORACLE-BMC-31898
192.168.108.118,109.237.24.251,443,0.0,11.723,1,12476,146255,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.119,186.192.81.5,443,0.0,13.817,1,5697,78718,1,False,BR,AS28604 Globo Comunicacao e Participacoes SA
192.168.108.119,35.71.121.49,443,164.0,12.403,4,34910,432977,3,False,CH,
192.168.108.119,23.49.244.54,443,55.0,11.194,2,19250,215483,2,False,PT,AS16625 AKAMAI-AS
192.168.108.12,129.148.164.79,443,112.0,10.99,3,19177,210748,3,False,US,AS31898 ORACLE-BMC-31898
192.168.108.12,143.42.157.140,443,0.0,10.851,1,6808,73871,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.12,15.230.134.113,443,55.0,10.819,2,15434,166983,2,False,US,
192.168.108.120,150.222.141.240,443,170.0,10.594,4,60708,643159,4,False,JP,
192.168.108.120,213.219.39.49,443,0.0,10.418,1,8902,92745,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.120,15.230.148.86,443,537.0,9.858,5,54649,538718,3,False,US,
192.168.108.121,205.147.88.226,443,0.0,12.761,1,8226,104970,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.121,129.153.241.32,443,669.0,11.044,9,96793,1068956,4,False,BR,AS31898 ORACLE-BMC-31898
192.168.108.121,15.248.42.157,443,0.0,10.875,1,20046,217999,1,False,US,AS16509 AMAZON-02
192.168.108.122,18.154.41.91,443,86.0,13.052,2,11630,151798,2,False,US,AS16509 AMAZON-02
192.168.108.122,94.46.135.219,443,0.0,12.535,1,13381,167729,1,False,PT,AS24768 Almouroltec Servicos De Informatica E Internet Lda
192.168.108.122,204.152.19.115,443,88.0,12.095,2,37866,457995,1,False,US,AS6167 CELLCO-PART
192.168.108.123,104.26.3.6,443,0.0,12.941,1,16702,216146,1,False,,AS13335 CLOUDFLARENET
192.168.108.123,94.46.135.219,443,129.0,11.787,2,18511,218182,1,False,PT,AS24768 Almouroltec Servicos De Informatica E Internet Lda
192.168.108.123,172.67.73.32,443,535040.0,10.565,7,70107,740663,3,False,US,AS13335 CLOUDFLARENET
192.168.108.124,172.67.73.32,443,0.0,11.547,1,5095,58831,1,False,US,AS13335 CLOUDFLARENET
192.168.108.124,52.93.149.185,443,71.0,11.122,2,24386,271222,2,False,US,
192.168.108.124,199.59.148.35,443,321.0,11.096,3,31504,349566,2,False,US,AS13414 TWITTER
192.168.108.125,148.69.168.40,443,0.0,11.588,1,8321,96427,1,False,PT,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.
192.168.108.125,52.93.56.215,443,0.0,11.061,1,9319,103073,1,False,GB,
192.168.108.125,104.26.9.83,443,269.0,10.774,3,23134,249250,2,False,,AS13335 CLOUDFLARENET
192.168.108.126,150.222.2.234,443,0.0,13.303,1,5215,69373,1,False,US,
192.168.108.126,213.219.37.31,443,355.0,11.778,4,47404,558327,3,False,GB,AS63949 Akamai Connected Cloud
192.168.108.126,207.135.25.242,443,0.0,11.761,1,8068,94887,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.127,66.246.138.41,443,356.0,10.799,5,80938,874083,4,False,US,AS63949 Akamai Connected Cloud
192.168.108.127,146.75.89.140,443,292.0,10.592,3,22339,236608,2,False,PT,AS54113 FASTLY
192.168.108.127,150.222.212.61,443,0.0,10.259,1,13039,133771,1,False,US,
192.168.108.128,173.255.206.173,443,203.0,11.951,3,29886,357169,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.128,143.42.164.176,443,57.0,11.176,2,32112,358876,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.128,159.89.52.232,443,42.0,10.79,2,15859,171114,2,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.129,192.241.166.231,443,0.0,11.327,1,14916,168953,1,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.129,69.12.56.167,443,21.0,10.4,2,12223,127124,2,False,US,AS63179 TWITTER
192.168.108.129,52.93.57.123,443,0.0,9.546,1,8521,81344,1,False,ZA,
192.168.108.13,129.149.57.122,443,0.0,12.088,1,7008,84715,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.13,207.192.69.24,443,0.0,10.674,1,9934,106034,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.13,99.151.186.8,443,327.0,10.656,4,48198,513585,3,False,US,AS16509 AMAZON-02
192.168.108.130,140.204.124.133,443,0.0,14.337,1,4450,63800,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.130,140.204.124.147,443,278.0,12.76,4,68565,874923,3,False,US,AS31898 ORACLE-BMC-31898
192.168.108.130,52.94.198.68,443,78.0,10.906,2,12967,141418,2,False,KR,
192.168.108.131,15.230.247.42,443,0.0,11.458,1,16921,193887,1,False,US,
192.168.108.131,186.192.81.5,443,0.0,11.067,1,17819,197201,1,False,BR,AS28604 Globo Comunicacao e Participacoes SA
192.168.108.131,150.222.215.198,443,109.0,11.037,3,37876,418023,3,False,GB,
192.168.108.132,52.144.193.52,443,217.0,11.457,2,19080,218604,1,False,US,
192.168.108.132,176.32.116.137,443,186.0,9.831,3,35945,353360,3,False,US,AS16509 AMAZON-02
192.168.108.132,172.232.82.187,443,0.0,9.498,1,8085,76792,1,False,US,AS20940 Akamai International B.V.
192.168.108.133,172.104.197.89,443,419.0,11.574,4,39297,454824,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.133,54.240.249.204,443,0.0,11.168,1,4931,55071,1,False,US,AS16509 AMAZON-02
192.168.108.133,52.95.230.214,443,116.0,11.16,2,27889,311255,2,False,US,AS16509 AMAZON-02
192.168.108.134,205.251.252.117,443,0.0,14.212,1,10246,145612,1,False,US,
192.168.108.134,52.46.167.229,443,0.0,11.721,1,11712,137279,1,False,US,
192.168.108.134,15.197.34.114,443,276.0,11.409,3,28577,326040,2,False,US,AS16509 AMAZON-02
192.168.108.135,52.94.22.212,443,0.0,12.695,1,9519,120846,1,False,US,AS16509 AMAZON-02
192.168.108.135,52.219.228.171,443,519.0,10.824,5,51266,554897,3,False,US,AS16509 AMAZON-02
192.168.108.135,130.35.18.115,443,0.0,10.757,1,12167,130875,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.136,205.147.89.173,443,156.0,12.334,2,32869,405411,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.136,205.251.250.206,443,78.0,11.977,2,41639,498716,2,False,US,
192.168.108.136,15.248.41.106,443,0.0,11.737,1,13558,159126,1,False,US,AS16509 AMAZON-02
192.168.108.137,52.95.230.33,443,0.0,12.64,1,10901,137792,1,False,US,AS16509 AMAZON-02
192.168.108.137,185.3.92.21,443,0.0,12.001,1,8139,97676,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.137,132.145.2.170,443,0.0,11.522,1,8006,92247,1,False,GB,AS31898 ORACLE-BMC-31898
192.168.108.138,178.79.150.236,443,0.0,12.362,1,13132,162337,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.138,15.230.207.107,443,57.0,12.35,2,16665,205821,1,False,KR,
192.168.108.138,212.71.244.5,443,0.0,11.888,1,5334,63411,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.139,138.68.36.179,443,0.0,11.644,1,6317,73557,1,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.139,159.248.246.118,443,289.0,10.224,3,30134,308097,2,False,US,
192.168.108.139,130.35.2.141,443,175.0,10.144,2,22022,223384,2,False,US,AS31898 ORACLE-BMC-31898
192.168.108.14,173.255.236.19,443,0.0,14.786,1,21286,314739,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.14,54.155.178.5,443,0.0,12.154,1,12739,154830,1,False,IE,AS16509 AMAZON-02
192.168.108.14,104.26.9.83,443,1920542.0,11.476,3,28246,324151,1,False,,AS13335 CLOUDFLARENET
192.168.108.140,142.4.160.201,443,0.0,14.894,1,4311,64210,1,False,AR,AS16509 AMAZON-02
192.168.108.140,143.42.146.46,443,0.0,12.739,1,12008,152971,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.140,150.222.70.135,443,345.0,11.251,4,44647,502345,3,False,BR,
192.168.108.141,66.246.75.17,443,0.0,12.642,1,2892,36560,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.141,74.119.76.49,443,38.0,11.857,2,29956,355191,2,False,US,AS32934 FACEBOOK
192.168.108.141,173.255.216.241,443,0.0,11.506,1,8588,98812,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.142,143.42.171.13,443,157.0,12.006,3,27725,332866,3,False,US,AS63949 Akamai Connected Cloud
192.168.108.142,213.52.130.168,443,820.0,11.078,7,79335,878864,3,False,GB,AS63949 Akamai Connected Cloud
192.168.108.142,204.79.180.164,443,0.0,10.916,1,6923,75570,1,False,US,AS62540 DRAKE-AS
192.168.108.143,15.230.101.20,443,0.0,11.819,1,5364,63397,1,False,US,
192.168.108.143,15.230.206.247,443,0.0,11.76,1,11343,133389,1,False,US,
192.168.108.143,45.79.10.203,443,842.0,11.221,8,85870,963535,3,False,US,AS63949 Akamai Connected Cloud
192.168.108.144,150.222.180.17,443,0.0,13.739,1,9414,129339,1,False,US,
192.168.108.144,213.52.129.139,443,121.0,11.647,2,21806,253971,2,False,GB,AS63949 Akamai Connected Cloud
192.168.108.144,74.119.77.135,443,0.0,11.317,1,3392,38388,1,False,US,AS32934 FACEBOOK
192.168.108.145,52.119.206.2,443,0.0,12.459,1,13973,174092,1,False,US,AS16509 AMAZON-02
192.168.108.145,129.213.2.249,443,69.0,12.451,2,20152,250922,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.145,173.255.206.139,443,83.0,11.86,2,14864,176280,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.146,207.135.29.140,443,0.0,13.994,1,8246,115396,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.146,52.93.237.54,443,0.0,12.396,1,5964,73930,1,False,US,
192.168.108.146,132.145.9.190,443,0.0,11.878,1,16314,193782,1,False,GB,AS31898 ORACLE-BMC-31898
192.168.108.147,104.22.47.238,443,0.0,12.092,1,13014,157370,1,False,,AS13335 CLOUDFLARENET
192.168.108.147,130.35.128.133,443,0.0,10.549,1,5522,58251,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.147,129.153.241.203,443,1108.0,10.453,13,117432,1227569,5,False,BR,AS31898 ORACLE-BMC-31898
192.168.108.148,198.58.111.71,443,0.0,13.523,1,6720,90873,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.148,15.230.193.25,443,0.0,13.092,1,7748,101437,1,False,US,
192.168.108.148,132.145.13.139,443,0.0,12.103,1,10454,126520,1,False,GB,AS31898 ORACLE-BMC-31898
192.168.108.149,15.230.208.100,443,0.0,12.326,1,1753,21608,1,False,US,
192.168.108.149,15.230.248.131,443,205.0,10.761,3,28702,308860,2,False,US,
192.168.108.149,150.222.138.202,443,276.0,10.208,4,42397,432805,3,False,US,
192.168.108.15,99.77.252.254,443,0.0,13.604,1,3603,49015,1,False,US,AS16509 AMAZON-02
192.168.108.15,199.127.234.109,443,135.0,13.488,2,26372,355705,1,False,US,AS16509 AMAZON-02
192.168.108.15,198.199.105.167,443,0.0,11.876,1,7099,84308,1,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.150,15.230.219.134,443,97.0,12.217,2,17706,216320,1,False,AE,
192.168.108.150,62.28.254.215,443,31533.0,10.673,2,21819,232883,1,False,PT,AS15525 Servicos De Comunicacoes E Multimedia S.A.
192.168.108.150,193.137.20.123,443,0.0,10.533,1,12688,133643,1,False,PT,"AS1930 Fundacao para a Ciencia e a Tecnologia, I.P."
192.168.108.151,172.67.73.32,443,105.0,10.622,2,21037,223445,2,False,US,AS13335 CLOUDFLARENET
192.168.108.151,88.157.217.148,443,268717.0,10.165,4,50912,517529,2,False,PT,"AS2860 Nos Comunicacoes, S.A."
192.168.108.151,72.14.179.222,443,0.0,10.126,1,11640,117872,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.152,138.2.242.171,443,124.0,13.219,2,12091,159829,1,False,BR,AS31898 ORACLE-BMC-31898
192.168.108.152,138.68.44.204,443,106.0,11.089,2,31295,347038,1,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.152,209.123.162.161,443,232.0,11.058,3,25407,280962,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.153,18.154.22.25,443,0.0,11.994,1,4086,49006,1,False,US,AS16509 AMAZON-02
192.168.108.153,97.107.142.2,443,0.0,11.046,1,7912,87392,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.153,131.186.9.183,443,0.0,10.651,1,6811,72545,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.154,72.247.155.216,443,0.0,12.907,1,11642,150260,1,False,ES,AS20940 Akamai International B.V.
192.168.108.154,172.104.219.245,443,165.0,11.852,2,18400,218080,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.154,99.77.253.112,443,0.0,11.568,1,12865,148826,1,False,US,AS16509 AMAZON-02
192.168.108.155,178.79.155.150,443,0.0,11.546,1,8338,96267,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.155,134.70.64.123,443,5.0,11.256,2,27425,308685,2,False,GB,AS31898 ORACLE-BMC-31898
192.168.108.155,172.104.217.39,443,0.0,10.662,1,7104,75740,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.156,130.35.99.77,443,0.0,11.911,1,11722,139626,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.156,205.251.246.71,443,246.0,11.827,3,27324,323153,2,False,US,
192.168.108.156,150.222.66.231,443,164.0,10.95,2,13942,152661,2,False,US,
192.168.108.157,178.79.166.186,443,0.0,14.394,1,22079,317795,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.157,140.204.70.180,443,0.0,12.795,1,7879,100810,1,False,GB,AS31898 ORACLE-BMC-31898
192.168.108.157,74.207.252.163,443,0.0,12.525,1,7705,96502,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.158,13.34.7.5,443,135.0,12.419,3,30443,378063,2,False,US,
192.168.108.158,138.2.243.249,443,0.0,12.172,1,8437,102698,1,False,BR,AS31898 ORACLE-BMC-31898
192.168.108.158,207.127.124.26,443,0.0,11.786,1,4543,53546,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.159,15.181.251.59,443,0.0,12.878,1,7241,93247,1,False,US,AS16509 AMAZON-02
192.168.108.159,130.35.202.61,443,43.0,11.699,3,23401,273778,2,False,US,AS31898 ORACLE-BMC-31898
192.168.108.159,134.70.18.2,443,335.0,10.939,4,46580,509531,3,False,US,AS31898 ORACLE-BMC-31898
192.168.108.16,50.116.9.80,443,0.0,11.941,1,7490,89437,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.16,130.176.254.86,443,119.0,11.51,2,28416,327079,1,False,US,AS16509 AMAZON-02
192.168.108.16,16.12.2.150,443,0.0,10.952,1,6103,66843,1,False,BR,AS16509 AMAZON-02
192.168.108.160,129.149.23.18,443,104.0,13.21,2,33107,437353,2,False,GB,AS31898 ORACLE-BMC-31898
192.168.108.160,129.149.31.8,443,0.0,12.571,1,20972,263645,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.160,172.96.97.184,443,0.0,12.387,1,7437,92122,1,False,US,AS62785 AMAZON-FC
192.168.108.161,172.232.48.128,443,104.0,11.578,2,20812,240955,2,False,US,AS63949 Akamai Connected Cloud
192.168.108.161,147.154.56.153,443,193.0,10.806,3,19030,205632,2,False,US,AS31898 ORACLE-BMC-31898
192.168.108.161,45.60.74.62,443,112.0,10.556,2,34562,364823,2,False,US,AS19551 INCAPSULA
192.168.108.162,104.17.45.30,443,0.0,11.309,1,6654,75251,1,False,,AS13335 CLOUDFLARENET
192.168.108.162,192.241.167.127,443,33.0,10.829,2,19731,213662,2,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.162,69.12.63.211,443,0.0,10.514,1,8507,89439,1,False,US,AS63179 TWITTER
192.168.108.163,172.105.155.4,443,0.0,11.595,1,9587,111166,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.163,13.34.14.191,443,22.0,10.24,2,23323,238838,2,False,US,
192.168.108.163,66.254.114.41,443,364.0,10.159,4,52129,529598,2,False,US,AS29789 REFLECTED
192.168.108.164,207.127.124.95,443,0.0,10.845,1,19686,213502,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.164,8.25.197.130,443,105.0,10.702,2,20514,219549,1,False,US,AS35995 TWITTER
192.168.108.164,198.54.117.212,443,33.0,10.636,2,27994,297744,2,False,US,AS22612 NAMECHEAP-NET
192.168.108.165,76.223.175.51,443,0.0,11.954,1,9416,112555,1,False,US,AS16509 AMAZON-02
192.168.108.165,18.67.242.41,443,117.0,11.75,2,11176,131318,2,False,US,AS16509 AMAZON-02
192.168.108.165,172.232.84.225,443,0.0,10.993,1,11689,128499,1,False,US,AS20940 Akamai International B.V.
192.168.108.166,192.29.140.196,443,0.0,12.457,1,4909,61149,1,False,BR,AS31898 ORACLE-BMC-31898
192.168.108.166,150.222.196.28,443,91.0,11.87,2,20281,240740,1,False,US,
192.168.108.166,13.34.68.43,443,303.0,11.698,3,51789,605844,2,False,US,
192.168.108.167,52.95.230.53,443,0.0,11.804,1,5625,66399,1,False,US,AS16509 AMAZON-02
192.168.108.167,147.154.52.157,443,0.0,11.736,1,9868,115813,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.167,150.222.231.189,443,0.0,11.502,1,6836,78626,1,False,US,
192.168.108.168,99.77.254.182,443,0.0,12.899,1,10474,135099,1,False,US,AS14618 AMAZON-AES
192.168.108.168,15.230.190.208,443,0.0,11.374,1,6055,68872,1,False,GB,
192.168.108.168,66.254.114.41,443,92.0,11.1,2,35451,393511,2,False,US,AS29789 REFLECTED
192.168.108.169,52.95.255.53,443,0.0,13.87,1,3337,46284,1,False,JP,
192.168.108.169,45.79.13.35,443,0.0,11.911,1,7343,87462,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.169,54.240.203.12,443,398.0,11.828,4,49765,588612,2,False,AU,
192.168.108.17,131.186.12.75,443,0.0,11.977,1,3872,46375,1,False,US,AS31898 ORACLE-BMC-31898
192.168.108.17,198.58.110.20,443,0.0,11.271,1,9233,104065,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.17,63.246.122.199,443,0.0,11.238,1,12334,138615,1,False,US,
192.168.108.170,207.192.69.216,443,0.0,11.626,1,6644,77243,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.170,137.184.254.114,443,405.0,10.652,7,99875,1063862,4,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.170,45.60.74.62,443,89.0,10.603,2,18907,200463,2,False,US,AS19551 INCAPSULA
192.168.108.171,170.187.132.231,443,238.0,12.148,3,32884,399474,3,False,US,AS63949 Akamai Connected Cloud
192.168.108.171,13.34.38.89,443,232.0,11.869,4,31997,379785,2,False,ES,
192.168.108.171,18.154.22.25,443,0.0,11.624,1,6088,70769,1,False,US,AS16509 AMAZON-02
192.168.108.172,192.29.138.164,443,449.0,11.574,6,73158,846706,3,False,BR,AS31898 ORACLE-BMC-31898
192.168.108.172,15.230.243.61,443,0.0,10.957,1,12814,140406,1,False,SG,
192.168.108.172,88.157.217.148,443,0.0,10.903,1,5147,56118,1,False,PT,"AS2860 Nos Comunicacoes, S.A."
192.168.108.173,150.222.227.163,443,0.0,13.957,1,4170,58201,1,False,US,
192.168.108.173,52.93.254.4,443,0.0,12.225,1,6220,76037,1,False,US,
192.168.108.173,104.26.9.83,443,518626.0,11.873,3,16477,195637,2,False,,AS13335 CLOUDFLARENET
192.168.108.174,207.192.74.84,443,0.0,14.766,1,2424,35792,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.174,52.94.28.127,443,8.0,11.793,2,30018,354014,2,False,US,AS16509 AMAZON-02
192.168.108.174,151.236.222.78,443,0.0,11.534,1,14209,163884,1,False,GB,AS63949 Akamai Connected Cloud
192.168.108.175,35.71.120.234,443,0.0,13.39,1,4632,62021,1,False,ES,
192.168.108.175,52.94.28.107,443,0.0,12.48,1,4955,61836,1,False,US,AS16509 AMAZON-02
192.168.108.175,104.22.47.238,443,2172943.0,12.317,4,50539,622468,1,False,,AS13335 CLOUDFLARENET
192.168.108.176,173.255.226.248,443,0.0,12.896,1,3916,50499,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.176,146.190.190.247,443,0.0,12.339,1,14392,177590,1,False,CA,AS14061 DIGITALOCEAN-ASN
192.168.108.176,172.104.6.27,443,0.0,11.259,1,6157,69320,1,False,US,AS63949 Akamai Connected Cloud
192.168.108.177,146.75.90.137,443,0.0,14.039,1,6897,96830,1,False,PT,AS54113 FASTLY
192.168.108.177,159.89.49.182,443,45.0,11.999,2,15612,187332,2,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.177,198.199.100.38,443,0.0,11.673,1,16109,188034,1,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.178,192.241.165.128,443,0.0,13.866,1,13843,191945,1,False,US,AS14061 DIGITALOCEAN-ASN
192.168.108.178,8.25.194.91,443,128.0,12.758,2,33431,426508,2,False,US,AS35995 TWITTER
192.168.108.178,52.46.183.211,443,44.0,11.405,3,32549,371234,3,False,US,AS16509 AMAZON-02
